CPI,BasketPrice,TargetPrice,BasketMinted,BasketTokensMinted,BuyerNums,BuyerQuants,SellerNums,SellerQuants,SuccessfulSaleCounts,DebtCeiling,LockedXRP,XRPDebtCeiling,XRPLR,XRPSF,XRPExchangeRate,LockedBTC,BTCDebtCeiling,BTCLR,BTCSF,BTCExchangeRate,LockedETH,ETHDebtCeiling,ETHLR,ETHSF,ETHExchangeRate,LockedLINK,LINKDebtCeiling,LINKLR,LINKSF,LINKExchangeRate,LockedLTC,LTCDebtCeiling,LTCLR,LTCSF,LTCExchangeRate,LockedUSDT,USDTDebtCeiling,USDTLR,USDTSF,USDTExchangeRate,BSR,UserBaseSize,KeeperHoldingPercentage,KeeperTradePercentage
100.0,10.0,10.0,2.8030245400341522E7,2803230.181681386,268.0,166237.11250180026,139.0,694045.6136730439,45.0,9.955986102265105E7,7728270.562756101,1.2174994960492812E7,140.0,3.5,0.14665765278528936,7217695.073083675,1.5049361782026758E7,130.0,4.5,3147.4851572278453,7217695.073083675,2.417353232377103E7,110.0,5.5,226.8840346133045,7534115.941298493,1.177345400118418E7,120.0,5.5,0.8548559066676967,7875376.864343888,1.2214985631405234E7,150.0,2.0,43.02217492080662,7550624.120498276,2.417353232377103E7,165.0,0.0,0.773947307424863,9.0,5000,12.0,48.0
104.1,10.0,10.41,2.807807425718163E7,2807807.4257181636,276.0,176310.22610958084,156.0,783498.4176186525,46.0,9.955986102265105E7,6800513.934825095,1.2174994960492812E7,140.0,3.5,0.14118505994466646,6273898.399950638,1.5049361782026758E7,130.0,4.5,3009.806414847833,6273126.912036851,2.417353232377103E7,110.0,5.5,216.7345642483861,5876397.1980725005,1.177345400118418E7,120.0,5.5,0.773862588379957,6646328.4596864525,1.2214985631405234E7,150.0,2.0,40.53558253919459,7258776.214363098,2.417353232377103E7,165.0,0.0,0.771841377190286,9.0,5006,12.0,48.0
104.1,10.0,10.41,2.8139623523089424E7,2813982.924763272,308.0,196453.52067309024,166.0,829561.8718872075,84.0,9.955986102265105E7,6234647.782851815,1.2174994960492812E7,140.0,3.5,0.13901298102772872,5940246.389014605,1.5049361782026758E7,130.0,4.5,2996.7508802519396,5946882.353123442,2.417353232377103E7,110.0,5.5,217.57661878792533,272974.605707758,1.177345400118418E7,120.0,5.5,0.14527383055534218,6104785.417830869,1.2214985631405234E7,150.0,2.0,39.68323296720178,6838034.779499087,2.417353232377103E7,165.0,0.0,0.7661464014133189,9.0,5011,12.0,48.0
104.1,9.972812048940128,10.41,2.818487363101323E7,2818503.6778000314,292.0,190709.72846071864,219.0,1172481.9009403752,174.0,9.955986102265105E7,5308292.763244179,1.2174994960492812E7,140.0,3.5,0.1307276744894849,4731991.115320842,1.5049361782026758E7,130.0,4.5,2764.4163517220363,4731991.115320842,2.417353232377103E7,110.0,5.5,196.67328101188662,263948.62176270346,1.177345400118418E7,120.0,5.5,0.12940109722645535,4927674.316908154,1.2214985631405234E7,150.0,2.0,35.547621914050595,6411617.708777859,2.417353232377103E7,165.0,0.0,0.7658945443462359,9.0,5016,12.0,48.0
104.1,9.972812048940128,10.41,2.8254292449548088E7,2825464.4846611433,321.0,235307.40180135408,261.0,1347004.6774985765,174.0,9.955986102265105E7,5255550.450847604,1.2174994960492812E7,140.0,3.5,0.132072065209111,4581927.028067605,1.5049361782026758E7,130.0,4.5,2765.2319052334883,4581927.028067605,2.417353232377103E7,110.0,5.5,201.5685221299612,261289.79545877586,1.177345400118418E7,120.0,5.5,0.11393463853127143,4961753.530398199,1.2214985631405234E7,150.0,2.0,36.685534394758896,5970776.6402961705,2.417353232377103E7,165.0,0.0,0.7624057286508723,9.0,5022,12.0,48.0
104.1,9.972812048940128,10.41,2.8309093272483524E7,2830966.0213557594,307.0,218012.60473193423,264.0,1396059.0542361157,255.0,9.955986102265105E7,5251166.995533996,1.2174994960492812E7,140.0,3.5,0.13565935739302573,4660504.644747971,1.5049361782026758E7,130.0,4.5,2890.322751636973,4665527.984616691,2.417353232377103E7,110.0,5.5,217.9183714024669,265280.98233314545,1.177345400118418E7,120.0,5.5,0.09982488198568601,4984845.739631791,1.2214985631405234E7,150.0,2.0,37.4981719202071,5600375.481005424,2.417353232377103E7,165.0,0.0,0.7627455459113751,9.0,5028,12.0,48.0
104.1,9.959551799640733,10.41,2.8369770321149696E7,2837057.481152836,302.0,212086.60775551674,284.0,1413598.6283943616,256.0,9.955986102265105E7,5027657.171622375,1.2174994960492812E7,140.0,3.5,0.13403512791141659,4457019.74579004,1.5049361782026758E7,130.0,4.5,2811.4395402825503,4457019.74579004,2.417353232377103E7,110.0,5.5,215.51583581519662,277195.8238878536,1.177345400118418E7,120.0,5.5,0.1303062237495227,4980426.422608077,1.2214985631405234E7,150.0,2.0,36.36494845360825,5341794.953532239,2.417353232377103E7,165.0,0.0,0.7660633829705995,9.0,5034,12.0,48.0
104.1,9.959551799640733,10.41,2.842753186989822E7,2842857.09441963,325.0,242917.70909918894,286.0,1422487.2066653,290.0,9.955986102265105E7,4952551.098714019,1.2174994960492812E7,140.0,3.5,0.13881150354718136,4522665.616909127,1.5049361782026758E7,130.0,4.5,2996.72737203448,4522665.616909127,2.417353232377103E7,110.0,5.5,223.0116774734915,296323.32610152476,1.177345400118418E7,120.0,5.5,0.13886566481043558,5007413.793953159,1.2214985631405234E7,150.0,2.0,39.42932412846137,4969242.306313415,2.417353232377103E7,165.0,0.0,0.7634754748645969,9.0,5040,12.0,48.0
104.1,9.959551799640733,10.41,2.8472743347142052E7,2847373.044118082,333.0,269644.18385550805,278.0,1375935.8608397243,291.0,9.955986102265105E7,4929110.648565411,1.2174994960492812E7,140.0,3.5,0.14047229171404746,4427751.064291247,1.5049361782026758E7,130.0,4.5,2951.209113031612,4427751.064291247,2.417353232377103E7,110.0,5.5,217.58774088393602,311462.93391633756,1.177345400118418E7,120.0,5.5,0.14762868622545675,5007473.127363105,1.2214985631405234E7,150.0,2.0,39.09953680539762,4615245.583563383,2.417353232377103E7,165.0,0.0,0.7590629974982942,9.0,5046,12.0,48.0
104.1,9.994213654912585,10.41,2.852346268922452E7,2852506.2811681437,335.0,272574.81110366684,278.0,1426208.5587739511,292.0,9.955986102265105E7,5291388.741542931,1.2174994960492812E7,140.0,3.5,0.15408703590992087,4642126.505649263,1.5049361782026758E7,130.0,4.5,3193.1907204808276,4642126.505649263,2.417353232377103E7,110.0,5.5,233.1641874619598,309657.3133276169,1.177345400118418E7,120.0,5.5,0.14712188070602555,5048110.500572283,1.2214985631405234E7,150.0,2.0,42.76643335362143,4384090.5773361465,2.417353232377103E7,165.0,0.0,0.7608718807060255,9.0,5051,12.0,48.0
104.1,9.994213654912585,10.41,2.857591997182531E7,2857755.0465449975,342.0,262927.0458683748,318.0,1711890.76222102,357.0,9.955986102265105E7,5013777.140324588,1.2174994960492812E7,140.0,3.5,0.14968704679032133,4553008.713321037,1.5049361782026758E7,130.0,4.5,3184.199768719945,4553008.713321037,2.417353232377103E7,110.0,5.5,228.31844515685825,317395.66732481716,1.177345400118418E7,120.0,5.5,0.1873421876192657,5014942.11780312,1.2214985631405234E7,150.0,2.0,41.30165559880925,4019373.785443378,2.417353232377103E7,165.0,0.0,0.7620464086710937,9.0,5056,12.0,48.0
104.1,9.994213654912585,10.41,2.862789727042388E7,2862944.699745619,352.0,288270.97081204085,282.0,1486316.88149664,358.0,9.955986102265105E7,4830374.620470139,1.2174994960492812E7,140.0,3.5,0.14770919067215363,4433716.113750059,1.5049361782026758E7,130.0,4.5,3174.9046357262614,4441473.023115542,2.417353232377103E7,110.0,5.5,222.12847889041305,347700.65750322974,1.177345400118418E7,120.0,5.5,0.23814738606919675,5011904.72785643,1.2214985631405234E7,150.0,2.0,40.10554717268709,3697800.6906616394,2.417353232377103E7,165.0,0.0,0.7623990245389423,9.0,5062,12.0,48.0
