CPI,BasketPrice,TargetPrice,BasketMinted,BasketTokensMinted,DebtCeiling,LockedXRP,XRPDebtCeiling,XRPLR,XRPSF,XRPExchangeRate,LockedBTC,BTCDebtCeiling,BTCLR,BTCSF,BTCExchangeRate,LockedETH,ETHDebtCeiling,ETHLR,ETHSF,ETHExchangeRate,LockedLINK,LINKDebtCeiling,LINKLR,LINKSF,LINKExchangeRate,LockedLTC,LTCDebtCeiling,LTCLR,LTCSF,LTCExchangeRate,LockedUSDT,USDTDebtCeiling,USDTLR,USDTSF,USDTExchangeRate,BSR,UserBaseSize,KeeperHoldingPercentage,KeeperTradePercentage
99.5,9.898838401165806,9.95,490985.5578448895,49355.18319893923,1690868.67609456,93052.50198871912,163159.8086969071,140.0,3.5,0.004413767579570689,136495.7985674298,254994.50695059888,130.0,4.5,332.1228704663213,136428.43990766967,421125.5073164883,110.0,5.5,0.7396121391561806,109826.14303276213,223530.46969919372,120.0,5.5,0.3342316802368616,123861.2453626366,206932.8761148837,150.0,2.0,2.6101184307920056,130742.54062456496,421125.5073164883,165.0,0.0,0.7401924500370096,4.0,222,0,17.0
99.5,9.88596870993996,9.95,491822.558000479,49439.73859035676,1690868.67609456,88476.90024308814,163159.8086969071,140.0,3.5,0.0043774145616641905,134191.3813804254,254994.50695059888,130.0,4.5,332.97325928677566,137178.28370327255,421125.5073164883,110.0,5.5,0.7920505200594354,104026.81680334332,223530.46969919372,120.0,5.5,0.3251612184249629,126906.56625622835,206932.8761148837,150.0,2.0,2.639687964338781,131783.84167127838,421125.5073164883,165.0,0.0,0.7429420505200595,4.0,223,0,17.0
99.5,9.88596870993996,9.95,493622.74738890043,49621.833986492435,1690868.67609456,88884.98150205358,163159.8086969071,140.0,3.5,0.00438039480597463,128697.90194451915,254994.50695059888,130.0,4.5,326.25160174134953,128697.90194451915,421125.5073164883,110.0,5.5,0.8522630038279666,100616.8250721427,223530.46969919372,120.0,5.5,0.27565413195226296,124825.65979767473,206932.8761148837,150.0,2.0,2.6195151242212713,131988.85562403876,421125.5073164883,165.0,0.0,0.750581700818134,4.0,225,0,17.0
99.5,9.750175670886549,9.95,497310.37401475076,49994.8502010939,1690868.67609456,88127.50068680353,163159.8086969071,140.0,3.5,0.0043633762517882695,125252.56151403928,254994.50695059888,130.0,4.5,325.49355771402753,128085.0251211276,421125.5073164883,110.0,5.5,0.8448911979519614,99571.89236239748,223530.46969919372,120.0,5.5,0.2584037346585347,120032.899949242,206932.8761148837,150.0,2.0,2.613455312099992,133027.68837022973,421125.5073164883,165.0,0.0,0.7533017092086439,4.0,227,0,17.0
99.5,9.873822894158648,9.95,497310.37401475076,49994.8502010939,1690868.67609456,72561.01222549521,163159.8086969071,140.0,3.5,0.004157641395908545,122808.53306324626,254994.50695059888,130.0,4.5,323.5973262635379,123741.77779102566,421125.5073164883,110.0,5.5,0.8908243080625753,102007.27877386111,223530.46969919372,120.0,5.5,0.2986086040914561,119212.93635108949,206932.8761148837,150.0,2.0,2.605324909747293,132570.54995792816,421125.5073164883,165.0,0.0,0.7521058965102287,4.0,229,0,17.0
99.5,9.879905866699508,9.95,499816.3618578024,50248.65137515933,1690868.67609456,62563.307016268736,163159.8086969071,140.0,3.5,0.00389539655301052,85154.93361412798,254994.50695059888,130.0,4.5,272.38155487577404,85749.86792007026,421125.5073164883,110.0,5.5,0.910587181974185,99817.19552896205,223530.46969919372,120.0,5.5,0.3031552637469223,82292.14121795852,206932.8761148837,150.0,2.0,2.212728493620831,128420.76390660688,421125.5073164883,165.0,0.0,0.7461016190405133,4.0,231,0,17.0
99.5,9.881623061574313,9.95,501001.25223742065,50368.58069388007,1690868.67609456,55187.57089981271,163159.8086969071,140.0,3.5,0.003826282291276676,91572.10808328488,254994.50695059888,130.0,4.5,289.8929299887683,91572.10808328488,421125.5073164883,110.0,5.5,0.9146162485960316,102463.11835759006,223530.46969919372,120.0,5.5,0.3536098839385998,87099.51999206042,206932.8761148837,150.0,2.0,2.3117334331710975,124198.18101307644,421125.5073164883,165.0,0.0,0.7490752527143392,4.0,234,0,17.0
99.5,9.844243784078895,9.95,501001.25223742065,50368.58069388007,1690868.67609456,59292.30398873249,163159.8086969071,140.0,3.5,0.0039393033338316645,90669.38489564555,254994.50695059888,130.0,4.5,285.34384960382715,90669.38489564555,421125.5073164883,110.0,5.5,0.9958962475706384,101984.36845582817,223530.46969919372,120.0,5.5,0.3457063836148901,85541.52513937562,206932.8761148837,150.0,2.0,2.25710121094334,119064.011499257,421125.5073164883,165.0,0.0,0.7474958887726117,4.0,236,0,17.0
99.5,9.877278190815455,9.95,505006.04021158116,50775.39589086223,1690868.67609456,59520.96825144066,163159.8086969071,140.0,3.5,0.003963119934567626,90945.48005935879,254994.50695059888,130.0,4.5,287.7730693731875,90945.48005935879,421125.5073164883,110.0,5.5,1.057781247676407,91483.68206135617,223530.46969919372,120.0,5.5,0.3007703174957246,85712.56592290546,206932.8761148837,150.0,2.0,2.266086697895754,120359.05243537042,421125.5073164883,165.0,0.0,0.743549706297866,4.0,239,0,17.0
99.5,9.871085809535455,9.95,506825.0363452549,50959.55554482087,1690868.67609456,59139.06206044159,163159.8086969071,140.0,3.5,0.003919833420093702,90335.1444423049,254994.50695059888,130.0,4.5,282.39755335762624,90335.1444423049,421125.5073164883,110.0,5.5,1.013742842269651,90862.94212009854,223530.46969919372,120.0,5.5,0.28288763292927793,88079.8047104538,206932.8761148837,150.0,2.0,2.24198706031085,120399.54003914271,421125.5073164883,165.0,0.0,0.7436602959767978,4.0,242,0,17.0
99.5,9.893512813767918,9.95,508708.79904005287,51150.39196658292,1690868.67609456,60017.629551462036,163159.8086969071,140.0,3.5,0.004019160242496819,93964.2857634452,254994.50695059888,130.0,4.5,314.07229174462987,93964.2857634452,421125.5073164883,110.0,5.5,1.1471446747997904,91860.04758993012,223530.46969919372,120.0,5.5,0.3116129032258064,93661.63102622877,206932.8761148837,150.0,2.0,2.5329166978519573,119062.1434762356,421125.5073164883,165.0,0.0,0.7484469725319961,4.0,244,0,17.0
99.5,9.877829182914608,9.95,509026.09390125045,51182.46296777028,1690868.67609456,59483.463546905594,163159.8086969071,140.0,3.5,0.003958876555166505,92946.72734424873,254994.50695059888,130.0,4.5,305.26037919988073,92946.72734424873,421125.5073164883,110.0,5.5,1.1525217909558219,92755.00812890129,223530.46969919372,120.0,5.5,0.3373955151605453,88194.73521648743,206932.8761148837,150.0,2.0,2.407099754153319,115852.75178289879,421125.5073164883,165.0,0.0,0.7449899426357743,4.0,246,0,17.0
99.5,9.912049015183733,9.95,511020.5009627145,51384.37039343358,1690868.67609456,55517.90570117757,163159.8086969071,140.0,3.5,0.003834146341463415,90858.11949538584,254994.50695059888,130.0,4.5,287.00487054409,90858.11949538584,421125.5073164883,110.0,5.5,1.128795497185741,91099.74752502967,223530.46969919372,120.0,5.5,0.3314341463414634,86512.11917942781,206932.8761148837,150.0,2.0,2.312968105065666,113630.62460851688,421125.5073164883,165.0,0.0,0.7505215759849906,4.0,249,0,17.0
99.5,9.948702069089675,9.95,510054.9470707175,51286.95825488202,1690868.67609456,55596.14730759406,163159.8086969071,140.0,3.5,0.003846327174402884,91369.87588027082,254994.50695059888,130.0,4.5,291.49916629112215,91369.87588027082,421125.5073164883,110.0,5.5,1.427474838515848,90953.3611483979,223530.46969919372,120.0,5.5,0.3266095838966501,89671.23838489882,206932.8761148837,150.0,2.0,2.338523358870362,110294.50326265571,421125.5073164883,165.0,0.0,0.7511792098542888,4.0,252,0,17.0
99.5,9.8675417034396,9.95,511857.5711271879,51468.15013739613,1690868.67609456,55986.723957761445,163159.8086969071,140.0,3.5,0.003906858340820605,92482.85692152812,254994.50695059888,130.0,4.5,301.22565588499555,92482.85692152812,421125.5073164883,110.0,5.5,1.6079964061096137,89781.59765956376,223530.46969919372,120.0,5.5,0.29285265049416,90592.24373493153,206932.8761148837,150.0,2.0,2.386904761904762,105780.93097709403,421125.5073164883,165.0,0.0,0.7487346510931417,4.0,254,0,17.0
99.5,9.825205305840417,9.95,511857.5711271879,51468.15013739613,1690868.67609456,52914.94049675651,163159.8086969071,140.0,3.5,0.0038412081339712924,89252.3451312288,254994.50695059888,130.0,4.5,293.063706638756,91548.40011165038,421125.5073164883,110.0,5.5,1.8934958133971294,90399.36405000577,223530.46969919372,120.0,5.5,0.3106496710526316,92901.43787270016,206932.8761148837,150.0,2.0,2.3365505382775122,105393.51515961354,421125.5073164883,165.0,0.0,0.7476151315789474,4.0,256,0,17.0
99.5,9.882834378606494,9.95,512270.472421419,51510.1748362577,1690868.67609456,54113.82713864226,163159.8086969071,140.0,3.5,0.004047298308636431,89320.18433971774,254994.50695059888,130.0,4.5,293.70154168537647,89320.18433971774,421125.5073164883,110.0,5.5,1.6819637778775633,90588.81916451872,223530.46969919372,120.0,5.5,0.31610761861996706,93470.4993182618,206932.8761148837,150.0,2.0,2.3644289776979495,105661.94419329547,421125.5073164883,165.0,0.0,0.74839095943721,4.0,259,0,17.0
99.5,9.936438337202159,9.95,512270.472421419,51510.1748362577,1690868.67609456,59902.75000979379,163159.8086969071,140.0,3.5,0.0048833020637898674,89622.98281155505,254994.50695059888,130.0,4.5,296.54483752345214,89622.98281155505,421125.5073164883,110.0,5.5,1.805966228893058,90107.35034753171,223530.46969919372,120.0,5.5,0.30223714821763603,92805.68012825007,206932.8761148837,150.0,2.0,2.4711894934333953,103628.17761507102,421125.5073164883,165.0,0.0,0.7504690431519699,4.0,262,0,17.0
99.5,9.908317372968495,9.95,512270.472421419,51510.1748362577,1690868.67609456,58527.77012542435,163159.8086969071,140.0,3.074904293245606,0.004691878860931144,88540.78701378609,254994.50695059888,130.0,4.192905317883889,286.35528250715686,88540.78701378609,421125.5073164883,110.0,5.225017911798819,1.9157601325900258,89234.41478371836,223530.46969919372,120.0,5.059136716337257,0.27708904625583847,94101.11533632768,206932.8761148837,150.0,1.9645667348610507,2.3643212294711464,100335.15993375758,421125.5073164883,165.0,0.0,0.7533516649088443,4.0,264,0,17.0
99.5,9.899648398280398,9.95,514514.8612507331,51736.69047406288,1690868.67609456,61836.89485258847,163159.8086969071,140.0,3.074904293245606,0.005145916597541663,88471.32964219674,254994.50695059888,130.0,4.192905317883889,285.6986577181208,88471.32964219674,421125.5073164883,110.0,5.225017911798819,1.8910489405022246,87440.32805922237,223530.46969919372,120.0,5.059136716337257,0.22540381570017345,93832.76976773441,206932.8761148837,150.0,1.9645667348610507,2.351353593243345,100580.00208086759,421125.5073164883,165.0,0.0,0.7540743533670161,4.0,266,0,17.0
99.5,9.869117744171621,9.95,514514.8612507331,51736.69047406288,1690868.67609456,60719.40371737371,163159.8086969071,140.0,3.074904293245606,0.004995103578154427,88393.92010412477,254994.50695059888,130.0,4.192905317883889,284.9664775894539,88393.92010412477,421125.5073164883,110.0,5.225017911798819,1.8404143126177028,82409.12228821233,223530.46969919372,120.0,5.059136716337257,0.1683118644067797,93451.51846441193,206932.8761148837,150.0,1.9645667348610507,2.3329039548022603,100316.19697617399,421125.5073164883,165.0,0.0,0.7532956685499059,2.5967373254441406,268,0,17.0
99.5,9.859279477727704,9.95,514514.8612507331,51736.69047406288,1690868.67609456,59523.18939092447,163159.8086969071,140.0,3.074904293245606,0.004830866807610993,87752.16878494277,254994.50695059888,130.0,4.192905317883889,278.88100724856537,87752.16878494277,421125.5073164883,110.0,5.225017911798819,1.7515025672002416,82851.08252606483,223530.46969919372,120.0,5.059136716337257,0.19494563575958926,90774.56472689897,206932.8761148837,150.0,1.9645667348610507,2.320620658411356,100913.61985807617,421125.5073164883,165.0,0.0,0.7550581395348837,2.5967373254441406,270,0,17.0
99.8,9.932743278585056,9.98,514514.8612507331,51736.69047406288,1690868.67609456,60270.64868469735,163159.8086969071,140.0,3.074904293245606,0.004960212201591513,88112.45872330361,254994.50695059888,130.0,4.192905317883889,282.6222152330428,88112.45872330361,421125.5073164883,110.0,5.225017911798819,1.67881015536188,82934.40119701611,223530.46969919372,120.0,5.059136716337257,0.19996665403561956,91160.01526645097,206932.8761148837,150.0,1.9645667348610507,2.340287987874195,101858.74736429153,421125.5073164883,165.0,0.0,0.7578393330807125,2.5967373254441406,272,0,17.0
99.8,9.922592695679253,9.98,516597.7900464958,51946.39374911414,1690868.67609456,61575.969097939815,163159.8086969071,140.0,3.074904293245606,0.005137719098565899,88271.97605243475,254994.50695059888,130.0,4.192905317883889,284.27497989225276,88271.97605243475,421125.5073164883,110.0,5.225017911798819,1.8453069276879883,85711.64072095942,223530.46969919372,120.0,5.059136716337257,0.1857234995067911,91191.63988807688,206932.8761148837,150.0,1.9645667348610507,2.341899992412171,105365.80659596158,421125.5073164883,165.0,0.0,0.758782912208817,2.5967373254441406,275,0,17.0
99.8,9.953950664244198,9.98,519730.48575315706,52262.107172282806,1690868.67609456,62386.334946861716,163159.8086969071,140.0,3.074904293245606,0.005246226558926665,88070.57067498098,254994.50695059888,130.0,4.192905317883889,282.1878418966306,88070.57067498098,421125.5073164883,110.0,5.225017911798819,1.9279082177161153,86002.38677367994,223530.46969919372,120.0,5.059136716337257,0.1945822533922854,94318.65639408401,206932.8761148837,150.0,1.9645667348610507,2.3307897545357523,110001.99420411076,421125.5073164883,165.0,0.0,0.7623113279463333,2.5967373254441406,278,0,17.0
99.8,9.90378921870514,9.98,524238.3073358807,52714.974755695315,1690868.67609456,62548.091914723416,163159.8086969071,140.0,3.074904293245606,0.005267735592194827,89227.5526971684,254994.50695059888,130.0,4.192905317883889,294.12948873090306,89227.5526971684,421125.5073164883,110.0,5.225017911798819,1.943994857056421,85921.87141123433,223530.46969919372,120.0,5.059136716337257,0.1921290273786114,95750.54187377068,206932.8761148837,150.0,1.9645667348610507,2.398661322039026,107905.80722445878,421125.5073164883,165.0,0.0,0.7563152321887763,2.5967373254441406,280,0,17.0
99.8,9.924953466929837,9.98,524238.3073358807,52714.974755695315,1690868.67609456,64170.33729486331,163159.8086969071,140.0,3.074904293245606,0.005480783722682744,88954.87960942808,254994.50695059888,130.0,4.192905317883889,291.3255380557649,88954.87960942808,421125.5073164883,110.0,5.225017911798819,1.9094348153730218,85245.32967592779,223530.46969919372,120.0,5.059136716337257,0.1715154483798041,95224.05813114838,206932.8761148837,150.0,1.9645667348610507,2.373752825923135,102721.75379190064,421125.5073164883,165.0,0.0,0.7535795026375283,2.5967373254441406,282,0,17.0
99.8,9.798391267335038,9.98,524271.15245601436,52718.284103214486,1690868.67609456,68426.8624876399,163159.8086969071,140.0,3.074904293245606,0.0060185325839283,90966.1837159015,254994.50695059888,130.0,4.192905317883889,285.9744857967492,90966.1837159015,421125.5073164883,110.0,5.225017911798819,1.9264848853106487,85230.11404172445,223530.46969919372,120.0,5.059136716337257,0.17059851131702872,94972.6890834948,206932.8761148837,150.0,1.9645667348610507,2.3618411058787787,104762.83912589612,421125.5073164883,165.0,0.0,0.7595321282090233,2.5967373254441406,285,0,17.0
99.8,9.979216398882029,9.98,525957.7889859116,52890.41812847229,1690868.67609456,71271.3700312461,163159.8086969071,140.0,3.074904293245606,0.006362531337840918,90992.55225950855,254994.50695059888,130.0,4.192905317883889,286.2242566284282,90992.55225950855,421125.5073164883,110.0,5.225017911798819,2.25860366177923,84991.2729391574,223530.46969919372,120.0,5.059136716337257,0.15620527235432652,94700.58176084449,206932.8761148837,150.0,1.9645667348610507,2.348932614145711,104822.38769703887,421125.5073164883,165.0,0.0,0.7597052343690648,2.5967373254441406,288,0,17.0
