CPI,BasketPrice,TargetPrice,BasketMinted,BasketTokensMinted,BuyerNums,BuyerQuants,SellerNums,SellerQuants,SuccessfulSaleCounts,DebtCeiling,LockedXRP,XRPDebtCeiling,XRPLR,XRPSF,XRPExchangeRate,LockedBTC,BTCDebtCeiling,BTCLR,BTCSF,BTCExchangeRate,LockedETH,ETHDebtCeiling,ETHLR,ETHSF,ETHExchangeRate,LockedLINK,LINKDebtCeiling,LINKLR,LINKSF,LINKExchangeRate,LockedLTC,LTCDebtCeiling,LTCLR,LTCSF,LTCExchangeRate,LockedUSDT,USDTDebtCeiling,USDTLR,USDTSF,USDTExchangeRate,BSR,UserBaseSize,KeeperHoldingPercentage,KeeperTradePercentage
100.0,10.0,10.0,3690071.8641437455,369324.5154147105,51.0,6680.9991032826365,29.0,113636.8769669896,12.0,1.3530480597665615E7,978590.019314255,1498734.4299118896,140.0,3.5,0.14665765278528936,1137335.322943922,2342167.504266031,130.0,4.5,3147.4851572278453,1137335.322943922,3399769.5347529715,110.0,5.5,226.8840346133045,931896.5679118664,1523473.6805364622,120.0,5.5,0.8548559066676967,893346.6735178091,1366565.9134452892,150.0,2.0,43.02217492080662,986260.3332413035,3399769.5347529715,165.0,0.0,0.773947307424863,9.0,1000,4.0,16.0
104.1,10.0,10.41,3698192.943479436,369819.29434794374,58.0,6278.800638576506,31.0,120763.81790937559,60.0,1.3530480597665615E7,849936.6376945792,1498734.4299118896,140.0,3.5,0.14118505994466646,982545.1143191592,2342167.504266031,130.0,4.5,3009.806414847833,982545.1143191592,3399769.5347529715,110.0,5.5,216.7345642483861,704895.4049162654,1523473.6805364622,120.0,5.5,0.773862588379957,750250.6296302702,1366565.9134452892,150.0,2.0,40.53558253919459,919790.86846597,3399769.5347529715,165.0,0.0,0.771841377190286,9.0,1004,4.0,16.0
104.1,10.0,10.41,3704414.2419549157,370442.84235968685,69.0,7387.455017261907,34.0,123569.44973439549,61.0,1.3530480597665615E7,774577.5958848398,1498734.4299118896,140.0,3.5,0.13901298102772872,901545.8540879143,2342167.504266031,130.0,4.5,2996.7508802519396,912977.865956794,3399769.5347529715,110.0,5.5,217.57661878792533,-9789.063021629929,1523473.6805364622,120.0,5.5,0.14527383055534218,704517.4768121373,1366565.9134452892,150.0,2.0,39.68323296720178,864877.1568731715,3399769.5347529715,165.0,0.0,0.7661464014133189,9.0,1008,4.0,16.0
104.1,9.988465899849581,10.41,3707703.1372844237,370773.73950198275,48.0,6298.676474074311,53.0,223152.26714823712,104.0,1.3530480597665615E7,639866.2444926858,1498734.4299118896,140.0,3.5,0.1307276744894849,725463.2695322424,2342167.504266031,130.0,4.5,2764.4163517220363,725463.2695322424,3399769.5347529715,110.0,5.5,196.67328101188662,-12092.824394587708,1523473.6805364622,120.0,5.5,0.12940109722645535,589964.8833584691,1366565.9134452892,150.0,2.0,35.547621914050595,796238.9738826448,3399769.5347529715,165.0,0.0,0.7658945443462359,9.0,1011,4.0,16.0
104.1,9.988465899849581,10.41,3719214.904101018,371926.24549559754,49.0,5548.348178549402,56.0,197880.65682536244,131.0,1.3530480597665615E7,640568.1362605675,1498734.4299118896,140.0,3.5,0.132072065209111,712143.1097678434,2342167.504266031,130.0,4.5,2765.2319052334883,717638.618375049,3399769.5347529715,110.0,5.5,201.5685221299612,-12600.067941058649,1523473.6805364622,120.0,5.5,0.11393463853127143,590395.1290887182,1366565.9134452892,150.0,2.0,36.685534394758896,734905.2139177325,3399769.5347529715,165.0,0.0,0.7624057286508723,9.0,1015,4.0,16.0
104.1,9.988465899849581,10.41,3730727.7667555846,373072.96815808676,47.0,7557.786209518631,66.0,247559.02832501123,145.0,1.3530480597665615E7,629928.5299141433,1498734.4299118896,140.0,3.5,0.13565935739302573,720409.6296680577,2342167.504266031,130.0,4.5,2890.322751636973,720409.6296680577,3399769.5347529715,110.0,5.5,217.9183714024669,-6644.874828622804,1523473.6805364622,120.0,5.5,0.09982488198568601,591408.6798126136,1366565.9134452892,150.0,2.0,37.4981719202071,692100.2200487502,3399769.5347529715,165.0,0.0,0.7627455459113751,9.0,1019,4.0,16.0
104.1,9.941313815161235,10.41,3740272.917611705,374025.3468133285,73.0,10618.726077740239,67.0,273379.2064794879,185.0,1.3530480597665615E7,602540.425568168,1498734.4299118896,140.0,3.5,0.13403512791141659,688379.7075567867,2342167.504266031,130.0,4.5,2811.4395402825503,693152.5227529301,3399769.5347529715,110.0,5.5,215.51583581519662,-4329.69712132075,1523473.6805364622,120.0,5.5,0.1303062237495227,584559.3645063138,1366565.9134452892,150.0,2.0,36.36494845360825,648682.7830905948,3399769.5347529715,165.0,0.0,0.7660633829705995,9.0,1023,4.0,16.0
104.1,9.941313815161235,10.41,3740396.5011900896,374037.77812579705,54.0,9119.49600634033,63.0,196172.79319609623,207.0,1.3530480597665615E7,575559.4981635491,1498734.4299118896,140.0,3.5,0.13881150354718136,709307.2717623542,2342167.504266031,130.0,4.5,2996.72737203448,709307.2717623542,3399769.5347529715,110.0,5.5,223.0116774734915,-3546.0870307134146,1523473.6805364622,120.0,5.5,0.13886566481043558,581533.8889712043,1366565.9134452892,150.0,2.0,39.42932412846137,603982.1048360282,3399769.5347529715,165.0,0.0,0.7634754748645969,9.0,1026,4.0,16.0
104.1,9.941313815161235,10.41,3744011.4574657944,374398.4940994645,64.0,10187.4423500603,82.0,296296.035989691,208.0,1.3530480597665615E7,567530.9986366484,1498734.4299118896,140.0,3.5,0.14047229171404746,703262.8331122099,2342167.504266031,130.0,4.5,2951.209113031612,703262.8331122099,3399769.5347529715,110.0,5.5,217.58774088393602,3466.316248287159,1523473.6805364622,120.0,5.5,0.14762868622545675,582080.8797409569,1366565.9134452892,150.0,2.0,39.09953680539762,575659.5562371252,3399769.5347529715,165.0,0.0,0.7590629974982942,9.0,1029,4.0,16.0
104.1,10.022880244287766,10.41,3756263.369544751,375628.8970308616,56.0,8938.528454781708,70.0,223502.19013433394,209.0,1.3530480597665615E7,598998.9605156147,1498734.4299118896,140.0,3.5,0.15408703590992087,726318.9872431718,2342167.504266031,130.0,4.5,3193.1907204808276,726318.9872431718,3399769.5347529715,110.0,5.5,233.1641874619598,-1771.624948903816,1523473.6805364622,120.0,5.5,0.14712188070602555,584117.09115109,1366565.9134452892,150.0,2.0,42.76643335362143,526535.8095457946,3399769.5347529715,165.0,0.0,0.7608718807060255,9.0,1033,4.0,16.0
