CPI,BasketPrice,TargetPrice,BasketMinted,BasketTokensMinted,BuyerNums,BuyerQuants,SellerNums,SellerQuants,SuccessfulSaleCounts,DebtCeiling,LockedXRP,XRPDebtCeiling,XRPLR,XRPSF,XRPExchangeRate,LockedBTC,BTCDebtCeiling,BTCLR,BTCSF,BTCExchangeRate,LockedETH,ETHDebtCeiling,ETHLR,ETHSF,ETHExchangeRate,LockedLINK,LINKDebtCeiling,LINKLR,LINKSF,LINKExchangeRate,LockedLTC,LTCDebtCeiling,LTCLR,LTCSF,LTCExchangeRate,LockedUSDT,USDTDebtCeiling,USDTLR,USDTSF,USDTExchangeRate,BSR,UserBaseSize,KeeperHoldingPercentage,KeeperTradePercentage
100.0,10.0,10.0,3.0464777021071162E7,3046917.3731225384,400.0,712366.4891418808,193.0,712912.6861780426,270.0,1.0654689202652746E8,8188573.995619331,1.291978296484163E7,140.0,3.5,0.21556319115323855,8371071.503740439,1.7424559805934735E7,130.0,4.5,5021.3347282780405,8371071.503740439,2.5264521259808093E7,110.0,5.5,355.7859304897314,8038918.309752643,1.2666979708236843E7,120.0,5.5,0.15812875197472354,8316005.104756783,1.3006527027898075E7,150.0,2.0,62.36935387045814,8572803.163766978,2.5264521259808093E7,165.0,0.0,0.7890726698262244,6.0,7500,16.0,64.0
105.8,10.0,10.58,3.0649789615301047E7,3064978.9615301024,411.0,784950.3201213693,223.0,774372.991103124,603.0,1.0654689202652746E8,7639820.561794146,1.291978296484163E7,140.0,3.5,0.21244442698923888,8919756.251908181,1.7424559805934735E7,130.0,4.5,5293.888855549446,8931540.128911028,2.5264521259808093E7,110.0,5.5,377.09291964496117,9544516.672993224,1.2666979708236843E7,120.0,5.5,0.17478124263608516,9074677.019689627,1.3006527027898075E7,150.0,2.0,66.2174990181447,8199970.16809275,2.5264521259808093E7,165.0,0.0,0.7872987196606709,6.0,7506,16.0,64.0
105.8,10.0,10.58,3.0814814896383215E7,3081464.227434911,427.0,828625.5788648668,224.0,833556.5739028099,742.0,1.0654689202652746E8,6610130.7977813985,1.291978296484163E7,140.0,3.5,0.20195554869578639,9855791.686164463,1.7424559805934735E7,130.0,4.5,5645.408106189227,9855791.686164463,2.5264521259808093E7,110.0,5.5,386.5087305139682,1.1127970344813917E7,1.2666979708236843E7,120.0,5.5,0.19194783145547156,9519597.633643873,1.3006527027898075E7,150.0,2.0,69.31741240932243,7567289.598836932,2.5264521259808093E7,165.0,0.0,0.7713196480938417,6.0,7512,16.0,64.0
105.8,9.971899213704093,10.58,3.1008051628257833E7,3100731.8713857466,420.0,809775.7784300613,222.0,870357.1891170028,818.0,1.0654689202652746E8,6482011.577266629,1.291978296484163E7,140.0,3.5,0.20369493094668623,9563425.901023827,1.7424559805934735E7,130.0,4.5,5692.616460921226,9575516.023863703,2.5264521259808093E7,110.0,5.5,370.82631818532525,1.0024959733820764E7,1.2666979708236843E7,120.0,5.5,0.18735282771391099,8506503.85121783,1.3006527027898075E7,150.0,2.0,67.0459077231695,7374474.136586014,2.5264521259808093E7,165.0,0.0,0.7721703572255227,6.0,7518,16.0,64.0
105.8,9.971899213704093,10.58,3.118385517785369E7,3118361.7677403195,446.0,975666.506077896,238.0,952139.7891825214,918.0,1.0654689202652746E8,6439882.715743096,1.291978296484163E7,140.0,3.5,0.2053415427509294,9405487.892899202,1.7424559805934735E7,130.0,4.5,5783.30227850062,9436574.533057416,2.5264521259808093E7,110.0,5.5,363.46577369888485,8451247.698556423,1.2666979708236843E7,120.0,5.5,0.1769648389095415,8200102.034946092,1.3006527027898075E7,150.0,2.0,67.13289885377944,7063329.639417771,2.5264521259808093E7,165.0,0.0,0.7736377013630732,6.0,7524,16.0,64.0
105.8,9.971899213704093,10.58,3.1379179822061867E7,3137966.069847758,461.0,960628.7422737083,282.0,1078654.001986051,1254.0,1.0654689202652746E8,5789769.388964554,1.291978296484163E7,140.0,3.5,0.19809841146842308,8701316.19907164,1.7424559805934735E7,130.0,4.5,5697.574750096862,8701316.19907164,2.5264521259808093E7,110.0,5.5,349.22819527314994,7210574.674154402,1.2666979708236843E7,120.0,5.5,0.16858969391708642,7148415.380358477,1.3006527027898075E7,150.0,2.0,64.05137698566448,6865681.521732698,2.5264521259808093E7,165.0,0.0,0.7759008136381248,6.0,7530,16.0,64.0
105.8,10.043087497820128,10.58,3.155322509813032E7,3155417.357757001,486.0,1071567.5398388042,290.0,1248374.5020422111,1379.0,1.0654689202652746E8,5720181.627848679,1.291978296484163E7,140.0,3.5,0.19964591439688714,8569000.190864228,1.7424559805934735E7,130.0,4.5,5772.6068521400775,8569000.190864228,2.5264521259808093E7,110.0,5.5,359.87392062256805,7443895.724694253,1.2666979708236843E7,120.0,5.5,0.17390739299610897,7255832.678495107,1.3006527027898075E7,150.0,2.0,65.57548871595331,6709245.600753094,2.5264521259808093E7,165.0,0.0,0.7791595330739299,6.0,7536,16.0,64.0
105.8,10.043087497820128,10.58,3.1700043717897695E7,3170036.2306682686,507.0,1157373.1332898694,294.0,1118541.6291100148,1746.0,1.0654689202652746E8,5385619.696455326,1.291978296484163E7,140.0,3.5,0.19510597003338248,8120868.642317542,1.7424559805934735E7,130.0,4.5,5756.315473177548,8120868.642317542,2.5264521259808093E7,110.0,5.5,356.6796017389954,5647529.596723859,1.2666979708236843E7,120.0,5.5,0.1571399736045338,6780823.231387954,1.3006527027898075E7,150.0,2.0,64.61571228941852,6403065.653943749,2.5264521259808093E7,165.0,0.0,0.7769816008073906,6.0,7542,16.0,64.0
105.8,10.043087497820128,10.58,3.1884787911251992E7,3188618.343523156,503.0,1171655.995023884,329.0,1358479.0632404352,1937.0,1.0654689202652746E8,5086380.2644009115,1.291978296484163E7,140.0,3.5,0.1891341453952983,8595384.566533893,1.7424559805934735E7,130.0,4.5,5986.895621072232,8603103.16837667,2.5264521259808093E7,110.0,5.5,350.01628210101643,4896182.243781647,1.2666979708236843E7,120.0,5.5,0.15174489875087283,6372187.339388403,1.3006527027898075E7,150.0,2.0,64.15004965474435,6100747.376320726,2.5264521259808093E7,165.0,0.0,0.7742400496547445,6.0,7548,16.0,64.0
105.8,10.01604966704076,10.58,3.2048376804729994E7,3204932.5993961855,488.0,1193050.095909921,346.0,1432459.4971027751,2006.0,1.0654689202652746E8,4860695.308355901,1.291978296484163E7,140.0,3.5,0.1800870985302123,1.004455495888217E7,1.7424559805934735E7,130.0,4.5,6516.572172019597,1.004455495888217E7,2.5264521259808093E7,110.0,5.5,373.206319309433,5015985.427742277,1.2666979708236843E7,120.0,5.5,0.15612800373279415,7244528.892614087,1.3006527027898075E7,150.0,2.0,68.94564429582394,5791841.7216645945,2.5264521259808093E7,165.0,0.0,0.7717334162843145,6.0,7554,16.0,64.0
