CPI,BasketPrice,TargetPrice,BasketMinted,BasketTokensMinted,BuyerNums,BuyerQuants,SellerNums,SellerQuants,SuccessfulSaleCounts,DebtCeiling,LockedXRP,XRPDebtCeiling,XRPLR,XRPSF,XRPExchangeRate,LockedBTC,BTCDebtCeiling,BTCLR,BTCSF,BTCExchangeRate,LockedETH,ETHDebtCeiling,ETHLR,ETHSF,ETHExchangeRate,LockedLINK,LINKDebtCeiling,LINKLR,LINKSF,LINKExchangeRate,LockedLTC,LTCDebtCeiling,LTCLR,LTCSF,LTCExchangeRate,LockedUSDT,USDTDebtCeiling,USDTLR,USDTSF,USDTExchangeRate,BSR,UserBaseSize,KeeperHoldingPercentage,KeeperTradePercentage
100.0,10.0,10.0,428223.4809836343,42851.98316978578,23.0,1731.0350697977242,12.0,6334.607182995651,3.0,1632523.268429319,121445.64167907604,185541.74735158728,140.0,3.5,0.004433352906635349,118844.88264859746,249360.0562057939,130.0,4.5,316.14871403405755,121272.762646461,428630.0924285491,110.0,5.5,0.6853435114503817,113030.75455772315,172928.17359781254,120.0,5.5,0.13882266588373457,109229.89810613052,167433.1064170272,150.0,2.0,2.5539635936582497,98466.9319488681,428630.0924285491,165.0,0.0,0.733998825601879,6.0,500,16.0,64.0
99.5,10.0,9.95,430586.1163605197,43058.61163605196,27.0,1552.2128467964403,13.0,9305.34165009944,9.0,1632523.268429319,114205.26360299803,185541.74735158728,140.0,3.5,0.004411612234318299,115978.47901201593,249360.0562057939,130.0,4.5,321.87070206620746,118662.71536547215,428630.0924285491,110.0,5.5,0.7016226023846552,88241.68629313244,172928.17359781254,120.0,5.5,0.12576908835073686,108574.2922924514,167433.1064170272,150.0,2.0,2.603332592757165,93618.86129158114,428630.0924285491,165.0,0.0,0.7405761682589054,6.0,503,16.0,64.0
99.5,10.0,9.95,432612.65830684657,43262.246759272064,38.0,2277.0521689428692,17.0,13447.537033311286,38.0,1632523.268429319,116927.7447368955,185541.74735158728,140.0,3.5,0.0045100371747211895,112299.28750422834,249360.0562057939,130.0,4.5,322.3628275092937,114900.9293414301,428630.0924285491,110.0,5.5,0.6977174721189591,73279.03590789091,172928.17359781254,120.0,5.5,0.11119851301115243,100855.14022714118,167433.1064170272,150.0,2.0,2.605204460966543,91205.72786720394,428630.0924285491,165.0,0.0,0.7434944237918216,6.0,506,16.0,64.0
99.5,10.042725903435263,9.95,433772.53873779124,43378.57121552698,25.0,993.9596385813245,16.0,11634.453748542759,54.0,1632523.268429319,107231.13820798454,185541.74735158728,140.0,3.5,0.00444337811900192,104453.9814061918,249360.0562057939,130.0,4.5,317.4819171711206,104453.9814061918,428630.0924285491,110.0,5.5,0.7175882179241104,69216.97780910136,172928.17359781254,120.0,5.5,0.09678871991731877,95481.50735511645,167433.1064170272,150.0,2.0,2.56835966336926,83619.5878825377,428630.0924285491,165.0,0.0,0.7382253063635021,6.0,509,16.0,64.0
99.5,10.042725903435263,9.95,435530.7777839827,43553.64709264418,33.0,2217.7972337069777,13.0,10631.95156429668,69.0,1632523.268429319,100868.99312802458,185541.74735158728,140.0,3.5,0.004391827100390942,101911.90175896583,249360.0562057939,130.0,4.5,319.4430921295272,101911.90175896583,428630.0924285491,110.0,5.5,0.7030663126060338,69605.26146149969,172928.17359781254,120.0,5.5,0.12586560448476802,89914.82165943875,167433.1064170272,150.0,2.0,2.575791104226599,79400.22312739593,428630.0924285491,165.0,0.0,0.7376263185070444,6.0,512,16.0,64.0
99.5,10.042725903435263,9.95,435713.6531748536,43572.01962553845,31.0,2389.3570370999346,14.0,9112.619755477064,83.0,1632523.268429319,100398.7730441851,185541.74735158728,140.0,3.5,0.004478363959691761,97621.61722426054,249360.0562057939,130.0,4.5,319.9881357439241,97621.61722426054,428630.0924285491,110.0,5.5,0.7039330171902787,70731.30538176978,172928.17359781254,120.0,5.5,0.134883669235329,84263.89374744442,167433.1064170272,150.0,2.0,2.5689537640782456,76419.82140334127,428630.0924285491,165.0,0.0,0.7411455245998816,6.0,516,16.0,64.0
99.5,10.021869050617399,9.95,436567.8407744435,43657.58732734763,24.0,991.473570669172,16.0,15465.80478813818,105.0,1632523.268429319,97057.8144962552,185541.74735158728,140.0,3.5,0.004488848974704386,92057.41617314355,249360.0562057939,130.0,4.5,321.8163343810807,94862.95603449878,428630.0924285491,110.0,5.5,0.7153128274210447,72181.76073633727,172928.17359781254,120.0,5.5,0.14573941026792397,82858.80403383647,167433.1064170272,150.0,2.0,2.582001197425535,75221.90657192313,428630.0924285491,165.0,0.0,0.74839095943721,6.0,519,16.0,64.0
99.5,10.021869050617399,9.95,438380.751942198,43838.48284280468,21.0,1489.8117227714906,14.0,9784.60761360035,112.0,1632523.268429319,87241.44128995299,185541.74735158728,140.0,3.5,0.00448570367619755,101092.78224000854,249360.0562057939,130.0,4.5,339.7979903453398,101092.78224000854,428630.0924285491,110.0,5.5,0.7001500185666544,71474.34161879371,172928.17359781254,120.0,5.5,0.14361455625696248,83083.79719383403,167433.1064170272,150.0,2.0,2.6712216858522093,68705.83132619868,428630.0924285491,165.0,0.0,0.7426661715558857,6.0,523,16.0,64.0
99.5,10.021869050617399,9.95,439756.15213664115,43975.8863046507,32.0,2620.609950955177,20.0,15135.722261078166,133.0,1632523.268429319,76485.82362242033,185541.74735158728,140.0,3.5,0.004405936920222634,93608.47417603988,249360.0562057939,130.0,4.5,336.46233469387755,93608.47417603988,428630.0924285491,110.0,5.5,0.7313551020408164,72137.87223299794,172928.17359781254,120.0,5.5,0.18214248608534322,73703.31241445214,167433.1064170272,150.0,2.0,2.652578849721707,66506.52070824796,428630.0924285491,165.0,0.0,0.7421150278293136,6.0,526,16.0,64.0
99.5,10.013200697148962,9.95,439901.49773645913,43990.457409033574,40.0,3096.0286953315704,27.0,19915.86252339875,149.0,1632523.268429319,73964.89242881387,185541.74735158728,140.0,3.5,0.00440306197556308,87122.91724700945,249360.0562057939,130.0,4.5,329.92639997055795,87122.91724700945,428630.0924285491,110.0,5.5,0.7254210216399235,73139.85787739127,172928.17359781254,120.0,5.5,0.2300139849845429,68458.51752480555,167433.1064170272,150.0,2.0,2.619726188723686,63085.750962005666,428630.0924285491,165.0,0.0,0.7360518180479906,6.0,529,16.0,64.0
