CPI,BasketPrice,TargetPrice,BasketMinted,BasketTokensMinted,BuyerNums,BuyerQuants,SellerNums,SellerQuants,SuccessfulSaleCounts,DebtCeiling,LockedXRP,XRPDebtCeiling,XRPLR,XRPSF,XRPExchangeRate,LockedBTC,BTCDebtCeiling,BTCLR,BTCSF,BTCExchangeRate,LockedETH,ETHDebtCeiling,ETHLR,ETHSF,ETHExchangeRate,LockedLINK,LINKDebtCeiling,LINKLR,LINKSF,LINKExchangeRate,LockedLTC,LTCDebtCeiling,LTCLR,LTCSF,LTCExchangeRate,LockedUSDT,USDTDebtCeiling,USDTLR,USDTSF,USDTExchangeRate,BSR,UserBaseSize,KeeperHoldingPercentage,KeeperTradePercentage
100.0,10.0,10.0,1.1216929847765602E7,1121734.610323026,563.0,687659.5654775838,274.0,263016.38024685904,467.0,3.937617189837714E7,3002359.3647439084,4690020.857711912,140.0,3.5,0.004433352906635349,2981506.772906097,6225166.069731526,130.0,4.5,316.14871403405755,2981506.772906097,9344404.206299482,110.0,5.5,0.6853435114503817,3180959.868615779,4994714.315571703,120.0,5.5,0.13882266588373457,3073378.073858155,4777462.242763038,150.0,2.0,2.5539635936582497,3070898.1974569876,9344404.206299482,165.0,0.0,0.733998825601879,6.0,10000,12.0,48.0
99.5,10.0,9.95,1.140910432894043E7,1140910.4328940434,569.0,715747.9322595899,257.0,270693.774743808,978.0,3.937617189837714E7,2856229.0536223506,4690020.857711912,140.0,3.5,0.004411612234318299,2960658.5589664183,6225166.069731526,130.0,4.5,321.87070206620746,2960658.5589664183,9344404.206299482,110.0,5.5,0.7016226023846552,2505734.2685877103,4994714.315571703,120.0,5.5,0.12576908835073686,3063186.933089333,4777462.242763038,150.0,2.0,2.603332592757165,2992094.743592326,9344404.206299482,165.0,0.0,0.7405761682589054,6.0,10006,12.0,48.0
99.5,10.0,9.95,1.1559239621593188E7,1155894.5066814974,599.0,765092.5799524823,330.0,399309.11734379467,1370.0,3.937617189837714E7,2870566.0246110694,4690020.857711912,140.0,3.5,0.0045100371747211895,2847398.332003378,6225166.069731526,130.0,4.5,322.3628275092937,2847398.332003378,9344404.206299482,110.0,5.5,0.6977174721189591,2056645.6234479023,4994714.315571703,120.0,5.5,0.11119851301115243,2963745.355765684,4777462.242763038,150.0,2.0,2.605204460966543,2876677.063877409,9344404.206299482,165.0,0.0,0.7434944237918216,6.0,10012,12.0,48.0
99.5,10.038516268992135,9.95,1.1724929411877694E7,1172458.093598899,611.0,875463.8835651259,379.0,464823.3765700103,1434.0,3.937617189837714E7,2689919.4956063093,4690020.857711912,140.0,3.5,0.00444337811900192,2673726.3287497447,6225166.069731526,130.0,4.5,317.4819171711206,2676365.5799331046,9344404.206299482,110.0,5.5,0.7175882179241104,1944749.1626801386,4994714.315571703,120.0,5.5,0.09678871991731877,2785051.964701464,4777462.242763038,150.0,2.0,2.56835966336926,2743178.954625948,9344404.206299482,165.0,0.0,0.7382253063635021,6.0,10018,12.0,48.0
99.5,10.038516268992135,9.95,1.1881427803503651E7,1188047.8866950534,613.0,872438.0421922014,436.0,537964.2501783588,1608.0,3.937617189837714E7,2528412.560265506,4690020.857711912,140.0,3.5,0.004391827100390942,2594208.792066531,6225166.069731526,130.0,4.5,319.4430921295272,2594208.792066531,9344404.206299482,110.0,5.5,0.7030663126060338,2023423.1478712298,4994714.315571703,120.0,5.5,0.12586560448476802,2687173.1167074335,4777462.242763038,150.0,2.0,2.575791104226599,2632081.9012955828,9344404.206299482,165.0,0.0,0.7376263185070444,6.0,10025,12.0,48.0
99.5,10.038516268992135,9.95,1.2021714601680445E7,1202125.347249306,628.0,887029.8926582253,388.0,517105.2627915473,1781.0,3.937617189837714E7,2523413.9894113764,4690020.857711912,140.0,3.5,0.004478363959691761,2505952.616595007,6225166.069731526,130.0,4.5,319.9881357439241,2507402.3611341026,9344404.206299482,110.0,5.5,0.7039330171902787,2079179.7084172957,4994714.315571703,120.0,5.5,0.134883669235329,2546893.4084448,4777462.242763038,150.0,2.0,2.5689537640782456,2543608.255685496,9344404.206299482,165.0,0.0,0.7411455245998816,6.0,10031,12.0,48.0
99.5,9.984098649622235,9.95,1.217088642118404E7,1217060.7965185724,617.0,937429.0048270986,414.0,559064.1873895942,1981.0,3.937617189837714E7,2445959.9943568762,4690020.857711912,140.0,3.5,0.004488848974704386,2468534.580199655,6225166.069731526,130.0,4.5,321.8163343810807,2470287.675592952,9344404.206299482,110.0,5.5,0.7153128274210447,2141735.7106587575,4994714.315571703,120.0,5.5,0.14573941026792397,2460501.3514139364,4777462.242763038,150.0,2.0,2.582001197425535,2485110.738842351,9344404.206299482,165.0,0.0,0.74839095943721,6.0,10037,12.0,48.0
99.5,9.984098649622235,9.95,1.2326228131422099E7,1232619.708313173,624.0,954391.9692644249,434.0,629547.4211196582,1982.0,3.937617189837714E7,2321077.2769213743,4690020.857711912,140.0,3.5,0.00448570367619755,2687695.8531193947,6225166.069731526,130.0,4.5,339.7979903453398,2687695.8531193947,9344404.206299482,110.0,5.5,0.7001500185666544,2171690.162173139,4994714.315571703,120.0,5.5,0.14361455625696248,2544254.8375798166,4777462.242763038,150.0,2.0,2.6712216858522093,2338063.1633516583,9344404.206299482,165.0,0.0,0.7426661715558857,6.0,10043,12.0,48.0
99.5,9.984098649622235,9.95,1.244746000387194E7,1244776.79956933,674.0,1054176.900393823,460.0,650160.6324474042,1994.0,3.937617189837714E7,2104836.6621408975,4690020.857711912,140.0,3.5,0.004405936920222634,2536320.1681584315,6225166.069731526,130.0,4.5,336.46233469387755,2536320.1681584315,9344404.206299482,110.0,5.5,0.7313551020408164,2262171.86650446,4994714.315571703,120.0,5.5,0.18214248608534322,2412052.518013199,4777462.242763038,150.0,2.0,2.652578849721707,2250791.1789552546,9344404.206299482,165.0,0.0,0.7421150278293136,6.0,10049,12.0,48.0
99.5,9.900261983084564,9.95,1.2564088733673466E7,1256470.5340930552,675.0,1084709.9270353403,454.0,660929.7201946495,1995.0,3.937617189837714E7,2052305.8204652928,4690020.857711912,140.0,3.5,0.00440306197556308,2361712.982656539,6225166.069731526,130.0,4.5,329.92639997055795,2361712.982656539,9344404.206299482,110.0,5.5,0.7254210216399235,2382960.945312956,4994714.315571703,120.0,5.5,0.2300139849845429,2243064.1512488737,4777462.242763038,150.0,2.0,2.619726188723686,2087684.8821382632,9344404.206299482,165.0,0.0,0.7360518180479906,6.0,10054,12.0,48.0
